Project Name,Issue URL,issue number,Closed PR that mention,title
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/410,410,425,AOI's bounds iou: better metric(s) to validate overlap between imagery and ground truth
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/312,312,341,Multiband rasters as input: improve band selection
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/200,200,367,Clean and faster RadiometricTrim
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/168,168,175,Visualization should set random shuffle to false
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/305,305,308 387,Deprecation: boto support for tiling and inference
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/190,190,345,Allow float in min_annotated_percent
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/27,27,28,Allow data_path and bucket_name in the config file
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/313,313,314,Sampling (tiling): remove mask image feature
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/411,411,414 413,[bug] create_new_raster_from_base (utils/geoutils.py): bug if output array is singleband
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/283,283,344,Replace Pynvml utilities with torch.cuda's utils
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/1,1,15,Set up a CI/test environment
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/85,85,93,Modification of values in input image based on annotation's mask
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/221,221,304,Csv as input for sampling and inference: format needs update
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/108,108,112,Enhancement: Train without test data
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/333,333,334,Close memmap file in inference (fix for windows)
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/260,260,263,Reimplement classification task
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/11,11,22 89 149,Manage discontinuities when classifying
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/166,166,191,Inference: Key error
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/189,189,181 208,config_template.yaml: default values should lead to good baseline model
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/131,131,133,Rotate function for augmentation introducing values in map_img during extrapolation
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/86,86,91,Replace 'Remove_background' bool for int
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/127,127,133,Pre-processing Developments
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/90,90,91,Add a 'test' dataset in data preparation and training
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/222,222,270 335 437,Reading training and inference rasters from STAC item list: input as json
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/53,53,58,Image_classification.py refactoring
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/330,330,331,Broken conda environment
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/326,326,327,AOI: cannot pickle for multiprocessing
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/12,12,19,Transfer learning
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/371,371,372,"""""""bug: error at train when requested bands are integers not strings"""""""
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/65,65,66,Error using images_to_samples.py with 1 band input images
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/428,428,430,[feature requested] Tiling: detect and skip pre-existing patches during new execution of tiling if previous raised error
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/351,351,358,torchmetrics error with Multi GPU and Data Parrallel
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/412,412,413,[bug] create_new_raster_from_base (utils/geoutils.py) should raise ValueError if output array has different shape than input raster
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/404,404,405,Incorrect band subsetting for the multiband raster
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/111,111,112,Replace samples_dist for overlap percent
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/110,110,149,Inference: cannot infer on large images (>3Gb)
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/311,311,315,"""""""Sampling (tiling): remove """"""""clip raster by ground truth bounds"""""""" feature"""""""
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/25,25,26,Switch vector file format from shp to GeoPackage
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/215,215,315 343,Images_to_samples.py (hdf5s) --> data_to_tiles.py (tiles as tifs and geojsons)
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/242,242,291,"""""""Extend CI testing with more """"""""smoke tests"""""""""""""""
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/33,33,64,Parametrize 'arch' when saving checkpoints in train_model.py
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/370,370,373,bug: wrong parameter name in train_segmentation.py
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/52,52,67 149,"""""""""""""""sqlite3_open"""""""" error whith geopackage"""""""
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/223,223,270 309 318,Reading single-band rasters: unified approach with multiband reader
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/433,433,434,test_aoi.py: test_for_multiprocessing.py causing error during Github CI actions
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/68,68,133,NaN values in input images
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/188,188,268,target_size parameter: prone to confusion
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/183,183,298,Inference: run inference without yaml
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/438,438,439,Inference_Segmentation: edge problems with smoothening
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/382,382,383,Solaris: copy loading utilities to GDL and remove use of solaris' ones
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/269,269,272,Refactor: manage device selection and error-handling (HPC) with set_device function
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/394,394,427,Fix evaluate function for single-class mode
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/249,249,259,Separate inference and benchmark (aka evaluate) modules
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/422,422,424,AOI's to_dict() method contains newline and blank spaces from raster's metadata (outputted by rasterio)
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/79,79,100,Expose loss and optimization functions in config file
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/265,265,270 274 276,Inference: refactoring needed
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/320,320,328,AOI creation: write quality assessment report
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/399,399,400,Conforming to torchgeo: move create_dataset.py to datasets/ directory
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/264,264,266,CI: shrink inference data
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/321,321,325,AOI creation: read radiometric stats from raster's stac item or optionally calculate
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/225,225,226,Conda environment.yml: more flexible versions for minor dependencies
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/360,360,361,Bug: Error when loading csv without label
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/177,177,181 191,"""""""Repeatability: in config yaml add git tag associated with the version of GDL being used for train"""""""
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/78,78,95,Expose data augmentation functions in config file
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/81,81,100,Loading pretrained model with different number of classes
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/423,423,424,"""""""Verify report: excel detects comas in csv as delimiter whereas semi-colon should be used """""""
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/395,395,427,Fix evaluate function for multi-class mode
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/157,157,208,"""""""At inference GDL shouldn't load pretrained weights if a .pth is provided to load weights from."""""""
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/317,317,318,Add support for checkpoints and imagery as URLs 
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/213,213,238,Inference: fix progress bar
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning/issues/35,35,37,GDAL 2.2.2 import error
mikgroup/sigpy,https://github.com/mikgroup/sigpy/issues/77,77,78,"""""""Cupy failed import should not be a exception but a warning"""""""
mikgroup/sigpy,https://github.com/mikgroup/sigpy/issues/100,100,101,"""""""Cupy cudnn and nccl failed imports should be a warning not exception"""""""
justinshenk/fer,https://github.com/justinshenk/fer/issues/7,7,8,TensorFlow 2.0 has no attribute 'ConfigProto'; fix proposed
otenim/GLCIC-PyTorch,https://github.com/otenim/GLCIC-PyTorch/issues/16,16,17,Why is the original image blended with the output?
dbiir/UER-py,https://github.com/dbiir/UER-py/issues/314,314,315,Is the [SEP] token missing here at the end?
Acellera/moleculekit,https://github.com/Acellera/moleculekit/issues/4,4,15,Tutorial on voxelization and ML
ikostrikov/pytorch-flows,https://github.com/ikostrikov/pytorch-flows/issues/4,4,5,Glow on GAS with NaN validation error
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/57,57,75,Potential Slow Operations
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/6,6,13,Allow None value for RBM initial random seed
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/7,7,13,Refactor RBM classes
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/56,56,74,Improve Unit Tests
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/118,118,119,Optimize computation of mean and variance in Observable.statistics_from_samples function
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/102,102,105,Add metadata field to NeuralStates
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/30,30,31,Observables don't sample efficiently
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/70,70,74,[update notes]
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/93,93,99,Update CI
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/11,11,13,Fix Gradients
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/12,12,13,Tutorials
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/73,73,76,v1.0 release tracking issue
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/101,101,104,Allow passing an initial_state to Observable statistics function
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/18,18,22,Bug in model loading function
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/5,5,13,Make a package
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/19,19,21,Fix Memory Leak in Gibbs Sampling
PIQuIL/QuCumber,https://github.com/PIQuIL/QuCumber/issues/9,9,10,Fix Sphinx
codertimo/BERT-pytorch,https://github.com/codertimo/BERT-pytorch/issues/10,10,14,imbalance GPU memory usage
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/482,482,491,convert_lightgbm appears to be stuck in an infinite loop for a multiclass model
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/37,37,38,Keras Parser and Supported Keras Versions
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/495,495,497,Can onnxmltool add support for shape override in onnxmltools.convert_tensorflow?
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/417,417,418,Fixing API changes in Hummingbird
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/66,66,74,Update Doc to Include Keras
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/165,165,188,keras.layers.advanced_activations.ReLU conversion fails
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/85,85,88,Missing Attribute in GBR
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/124,124,126,Unsupported shape calculation for operator Dropout
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/50,50,70,Missing Keras Bidirectional LSTM Converter
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/69,69,71,RNN/GRU/LSTM Operator Version Needs to Be Updated
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/214,214,217,An error (Elu function) occured while loading model with winmltools which uses onnxmltools.
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/48,48,49,Incorrect error message while converting model to onnx format
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/68,68,74,Update Doc for Newly Added scikit-learn Converters
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/87,87,88,Gemm operator set is 7 in ONNX-1.2
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/55,55,56,Version String Conflicts after ONNX master moves to ONNX-1.2
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/78,78,80,Need to Add Reshape Before GEMM in CoreML Converter
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/403,403,404,LightGBM converter integration with Hummingbird
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/287,287,320,Should we have a separate package for onnxconverter-common?
onnx/onnxmltools,https://github.com/onnx/onnxmltools/issues/317,317,318,convert_xgboost not exposed
theislab/scgen,https://github.com/theislab/scgen/issues/53,53,54,TypeError: Can't instantiate abstract class SCGEN with abstract methods setup_anndata
theislab/scgen,https://github.com/theislab/scgen/issues/55,55,54,Update LossRecorder return
neo-ai/neo-ai-dlr,https://github.com/neo-ai/neo-ai-dlr/issues/46,46,47,[RFC] Support alternative runtimes
ProGamerGov/neural-style-pt,https://github.com/ProGamerGov/neural-style-pt/issues/26,26,84,Problem with channel_pruning and other models
ProGamerGov/neural-style-pt,https://github.com/ProGamerGov/neural-style-pt/issues/2,2,20,Multigpu Capability
ProGamerGov/neural-style-pt,https://github.com/ProGamerGov/neural-style-pt/issues/64,64,65,Access forbidden to VGG-19 model 
ProGamerGov/neural-style-pt,https://github.com/ProGamerGov/neural-style-pt/issues/55,55,84,normalize_weights
ProGamerGov/neural-style-pt,https://github.com/ProGamerGov/neural-style-pt/issues/43,43,84,Missing -normalize_gradient parameter
ProGamerGov/neural-style-pt,https://github.com/ProGamerGov/neural-style-pt/issues/5,5,6 9,Error: `Missing Keys` when loading VGG weights
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/197,197,199,supervised_mnist.py error
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/178,178,179,refract_count going negative
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/267,267,274,TensorboardX Logging
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/565,565,566,Continuous printing of torch.Size when using Conv2D
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/362,362,364,supervised MNIST example accuacy and GPU issues
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/483,483,484,Error in single spike encoding?
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/236,236,237,ETH_MNIST is not working correctly 
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/332,332,335,how to create feedback connections in bindsnet?
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/467,467,474,Google Speech Commands and BindsNET
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/172,172,173,Q: Structured input in Poisson?
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/312,312,311,Reorganize Examples
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/200,200,206,minimal_mnist.py results in AttributeError: 'numpy.ndarray' object has no attribute 'cpu'
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/186,186,187,refrac_count going negative part 2
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/539,539,540,Call NoneType object!
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/352,352,354,Voltage plot of supervised_mnist.py -example has description the wrong way around
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/190,190,191,Testing with conv_mnist.py
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/333,333,335,Does bindsnet support to forward two different input sets simultaneously ?
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/372,372,386,about the test mode
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/577,577,578,A (serious) bug preventing RL algorithms to work
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/351,351,354 386,Accuracy print-outs of supervised_mnist.py -example seem incorrect
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/202,202,203,How to use the rank_order encoding
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/242,242,243,Shape of tensors during convolutions
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/262,262,302,BindsNET guide / manual
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/130,130,132,Easier way to control learning in networks
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/496,496,500,Set torch version to 1.8.1
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/479,479,482,Couple of errors in eth_mnist.py
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/245,245,288,Minibatch processing
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/212,212,213,Weight clamping ineffective
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/204,204,205,Reward is not actually accumulated
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/156,156,157,"""""""Consistency with nu and nu_post nu_pre"""""""
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/140,140,141,Implementation of MSTDPET is wrong?
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/137,137,136,Inconsistency about refractory period with Brian Simulator
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/224,224,225,Reward prediction error instead of reward
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/435,435,436,Wrong `if` in `bindsnet.network.topology.LocalConnection.compute`
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/317,317,320,missing the attribute: spike_record  From breakout_stdp.py
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/953,953,989,Document generation process contains error and warning
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/512,512,511 557,DLK tests for segmentation fail on Arm with hard_quantize=False
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/904,904,978,SSDRandomCrop augmentation option  is not working in classification tutorial.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1136,1136,1187,Missing link in documentation.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/601,601,614,Remove lmnet/CONTRIBUTING.md
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/197,197,198,Cannot see past training settings.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/482,482,1111,add a new option to profile training
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/20,20,33,Tutorial for object detection
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/343,343,342,lmnet train.py raise ModuleNotFoundError when config file is under lmnet directory
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/210,210,501,wrong link in dlk README.md
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/569,569,584 586,Wrong memoryLayout in func_QTZ_binary_channel_wise_mean_scaling
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/139,139,174,Semantic Segmentation Tutorial
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/247,247,888,Mismatched order of thresholds for the decreasing function 
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/725,725,726 777,training does not hangup in certain conditions
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1194,1194,1195,In case of really small dataset. MAX_STEPS can be less than 1 and lead to error.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/949,949,954,Need equation support in Documentation
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/676,676,678,The configuration file cannot be read when running lmnet with GKE.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/436,436,936 1013,Unify dlk build system
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/573,573,572 583,Typo (output_roor_dir)
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/420,420,449,Too many duplicated load_image(filename) functions
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/924,924,928,The flag of FUNC_TIME_MEASUREMENT should be set in compiling all ELF files
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/498,498,572,unify docstring style to Google style
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/476,476,522,Reduce memory usage in float conv2d
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/964,964,976,Object Detection tutorial command failed when validation dataset path is empty.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/876,876,882,Remove whaaaaat dependency
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/362,362,364,Kernel Initializer is not passed into conv2D
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/335,335,521 552 556,Test for AArch64
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/909,909,957,lm_fpga.elf sometimes fails with classification
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/40,40,73 465,dlk jenkins output fatal: Not a a git repository
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/929,929,986 1001 1019,inference: run.py time measurement include library load
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/568,568,635,Model class is not necessary anymore
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/138,138,28,Optimizer Selection
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/991,991,1000,List up current network specification
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/99,99,100,redundant or bug branch instruction (not for FPGA version)
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/712,712,724,Rename generated library name
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/21,21,42,semantic segmentation support
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/801,801,827,Dataset directory issue in Keypoint Detection 
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/505,505,825,Unify requirements.txt
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1176,1176,1177,Fix shapes of FER2013 dataset loader
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/397,397,400,Fix round
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/762,762,786 847,Move and rename dlk to blueoil/converter
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1002,1002,1005,Support TFDS format for Segmentation
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/467,467,499,duplicated definition of shape method in Operator class
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/575,575,576 606,Some DLK tests are failed by timeout because time of DLK tests became longer
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/830,830,886 889,Verify LMBiSeNet runs on DE10-Nano
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/778,778,827,Verify Keypoint Detection Tutorial Documentation
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/781,781,782 783 795,Remove convert_weight_from_darknet related scripts
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/152,152,222,Generic quantized multiplication is probably wrong
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/502,502,501,DLK docker is no longer used
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1188,1188,1202,update for docs? (about python command)
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/806,806,807,Benchmark time calculation is incorrect with using trial
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/484,484,1072,remove pandas dependency
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/715,715,717,"""""""TF1.15.0 has AddV2 TF1.14.0 had Add - compiler throws error"""""""
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/646,646,677,"""""""Fix os.rename(output output_file_path) in blueoil/cmd/convert.py"""""""
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/979,979,981 983 984 985 987 988,Include `blueoil/converter` and `tests/converter` in pep8 test
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/88,88,176 177 180,Missing Semantic Segmentation Interface
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/884,884,882,Blueoil init always apply quantization at the first layer
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1234,1234,1235,BinaryMeanScalingQuantizer could return zero wrongly
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/190,190,321,Update DE10-Nano OS Image for New IP
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/939,939,958,yaml.load() args are deprecated
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/256,256,258,The use gfile to read/write configs is not overwriting the old saved config
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/368,368,379,No queue import compatibility on usb_camera_demo.py
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/796,796,799 802 810 811 813 815 822 824 826 832 833 834 835 839 840 841,Move lmnet/lmnet to blueoil/*
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/542,542,936,Choose make or cmake to maintaine for DLK
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/407,407,409,Remove ONNX code
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/574,574,659 670,Rename QTZ_binary_channel_wise_mean_scaling and other quantizers
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1003,1003,1000 1004,Support table in markdown file
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/173,173,175,Concat network compile error by invalid type
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/523,523,525,If set optional classes on MscocoObjectDetection then fail to instantiate.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/325,325,327 341,Tests on CI server failed sometimes
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/260,260,261,Make easier to test DLK on local DE10-Nano
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/424,424,425 589,Convert failed when GPU driver version is not 410.104.0
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/961,961,999,Refactor network class interface
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/259,259,264,usb_camera_demo.py doesn't work with python3
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1145,1145,1146,CI: fix existing mypy errors
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/263,263,265,Data shape error when executing usb_camera_demo.py
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1201,1201,1235,use modified tf.sign that can only output two possible values (for binary quantizer)
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/412,412,432,"""""""In segmentation/base.py a debug print is displayed."""""""
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/804,804,816 1083,The time measurement results are different between run.py and lm_*.elf
