Project Name,Issue URL,issue number,pr that mention,title
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/822,822,896 ,Make generate_sheet support multiclass models
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/434,434,607 ,Add basic tests for defect model
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/875,875,886 ,Update readme.md with current hg config extensions
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/463,463,466 ,Add regressionrange training task
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/224,224,906 ,Evaluate generating multiple component models
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/1616,1616,1632 1741 ,Store compressed results in Redis
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/336,336,344 354 ,Number of previous commits touching the same files/directories/components can be overcounted
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/1883,1883,2372 3110 ,Add other Halstead metrics
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/859,859,874 ,Train the best similarity model as part of the data pipeline
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/1342,1342,1375 1386 ,Make the models cache an actual cache
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/1084,1084,1166 ,Add a method to overwrite spambug's model decisions
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/1969,1969,2006 2028 ,Add ability to filter changes by target release
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/42,42,43 ,Add tests for text cleanup functions
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/399,399,406 816 ,Move contributing information from README.md to CONTRIBUTING.md
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/376,376,458 ,Deploy http service somewhere
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/1343,1343,1360 ,Add a test performing a request with no API key
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/1482,1482,2152 2203 ,Add Blank metric
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/1528,1528,1531 ,Return a list of known tasks together with the selection results
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/1314,1314,2073 ,Add function-level complexity metrics
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/1302,1302,1396 ,"In the API to select tests, apply the model to select tests"
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/54,54,55 ,requirements.txt should use '>=' instead of '==' 
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/730,730,972 ,Add tests for couple feature extractors
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/360,360,734 ,Check training metrics are not getting too bad
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/3128,3128,3133 ,TypeError: '>' not supported between instances of 'NoneType' and 'float' while mining commits
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/435,435,661 ,Add basic tests for devdocneeded model
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/136,136,138 ,Fix linting issue preventing us from updating to flake8 4.7.1
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/835,835,847 ,"When calculating and showing feature importance, also show the values of the features"
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/81,81,84 85 ,Use f-strings everywhere
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/970,970,976 ,Don't store /tmp/bugbug in Docker image
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/474,474,751 ,"Log cases where an inconsistency was expected but didn't happen, while rollbacking a bug"
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/248,248,261 ,Create an option in bug model for analyzing old bugs
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/403,403,395 417 ,Write a overwrite_classes method for bug type detection
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/116,116,129 128 ,Add number of touched files as a feature
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/792,792,817 ,Restrict the training set of the StepsToReproduce model only to defects
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/268,268,636 663 ,Merge common parts of .taskcluster.yml
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/454,454,470 ,"Add ""presence of image"" in attachments as a feature"
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/19,19,423 ,Create a classifier to detect bugs that have no steps to reproduce
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/291,291,313 ,Pipeline hook should be also triggered when a new release is made
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/1532,1532,1632 ,Compress HTTP service responses
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/383,383,1674 ,Add tests for repository.get_commits
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/1070,1070,1094 ,Support multiclass classifiers in bug_classifier script
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/946,946,930 ,Stop checking standard deviation
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/747,747,850 ,Move zstandard compression and decompression into utils module
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/2109,2109,2651 ,"Add a ""Select All"" button next to each filter"
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/340,340,489 554 ,"Pipeline should use tagged images, so we can rollback when things are broken"
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/356,356,361 ,Change hook's schedule to run once every two weeks
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/9,9,50 ,Perform text cleanup
mozilla/bugbug,https://github.com/mozilla/bugbug/issues/244,244,247 ,Add 'has bug ever had enhancement severity' as a feature
zhaoyingjun/chatbot,https://github.com/zhaoyingjun/chatbot/issues/126,126,127 ,sentence.split(' ')
benedekrozemberczki/graph2vec,https://github.com/benedekrozemberczki/graph2vec/issues/37,37,39 ,Input JSON
molecularsets/moses,https://github.com/molecularsets/moses/issues/71,71,72 ,"The --ks option for script/eval.py should add ""type=int""?"
molecularsets/moses,https://github.com/molecularsets/moses/issues/28,28,29 ,Rewrite FCDMetric using fcd_torch
molecularsets/moses,https://github.com/molecularsets/moses/issues/12,12,23 ,Remove globals() from run scripts and relative imports
brendanhasz/probflow,https://github.com/brendanhasz/probflow/issues/20,20,54 ,Bayesian update method
brendanhasz/probflow,https://github.com/brendanhasz/probflow/issues/21,21,39 ,Multiple MC samples per batch
brendanhasz/probflow,https://github.com/brendanhasz/probflow/issues/10,10,53 ,Allow learning rate to be changed w/ PyTorch
brendanhasz/probflow,https://github.com/brendanhasz/probflow/issues/28,28,29 ,Requires tensorflow installed even if you not using it as the backend.
brendanhasz/probflow,https://github.com/brendanhasz/probflow/issues/52,52,51 ,Reinforcement learning example
brendanhasz/probflow,https://github.com/brendanhasz/probflow/issues/34,34,37 ,Add flipout support for PyTorch
brendanhasz/probflow,https://github.com/brendanhasz/probflow/issues/18,18,31 ,"Probabilistic option for Dense, DenseNetwork, Embedding, and BatchNormalization"
brendanhasz/probflow,https://github.com/brendanhasz/probflow/issues/38,38,41 ,Add batch_norm kwarg to DenseNetwork
brendanhasz/probflow,https://github.com/brendanhasz/probflow/issues/19,19,46 ,Centered parameter using QR reparameterization
brendanhasz/probflow,https://github.com/brendanhasz/probflow/issues/9,9,40 ,PyTorch mixture distribution
brendanhasz/probflow,https://github.com/brendanhasz/probflow/issues/35,35,36 ,Refactor tests
svip-lab/PlanarReconstruction,https://github.com/svip-lab/PlanarReconstruction/issues/13,13,14 ,Error: No command found to be run.
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/103,103,110 ,Logger needed
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/77,77,127 ,Using automatminer models as featurizers
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/230,230,246 ,Add warning for mismatched versions of automatminer on save/load
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/226,226,246 ,"Autofeaturizer caching needs to use matminer utils, not pd.json"
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/82,82,90 ,TestAllFeaturizers will break whenever a new featurizer is added
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/266,266,267 ,Keyword arg for predicted column name
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/231,231,246 ,Automatminer save/load needs more robust test
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/118,118,127 ,MatPipe needs tests
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/138,138,142 ,Oxidation states guessed twice
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/60,60,90 ,Add more featurizers to AllFeaturizers
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/102,102,126 ,Top level classes should be able to serialize all pipeline info to json
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/109,109,126 ,Tpot tests need to be redone
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/92,92,112 ,Adding/converting .fit/.transform/.predict methods
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/113,113,123 ,Remove temp fix of CompositionToOxidComposition with next matminer
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/216,216,246 ,Docs suck
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/241,241,246 ,Pipeline save/load with TPOT backend doesn't attrs in intuitive way
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/124,124,127 ,MatPipe cannot be serialized
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/221,221,246 ,Change or add to digest to make it easier to read
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/259,259,263 ,Add CI for python 3.6
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/275,275,282 ,various doc updates
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/234,234,246 ,MatPipe.load should refuse to load from class instance
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/202,202,203 ,setup.py imports automatminer 
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/239,239,246 ,More pipeline diagnostics
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/242,242,243 ,Reassign pipe logger
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/33,33,112 ,Model Selection Methodology
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/212,212,280 ,only guess oxistates when containing need_oxi featurizers
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/204,204,243 246 ,initialize_logger has confusing arguments
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/253,253,254 255 ,TypeError: can't pickle _thread.RLock objects when saving a pipe
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/228,228,246 ,Make it easier to ignore entire columns but keep them in returned df
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/382,382,383 ,Needless warnings about too up-to-date deps during pip installs
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/38,38,39 ,zhou gaps formula can't be converted to composition
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/208,208,245 246 ,Enforce a code style
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/199,199,246 ,Add warning when large numbers of samples imputed/handled
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/232,232,246 ,Add .from_preset method to MatPipe
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/136,136,137 ,Add logging warning level option to Matpipe object.
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/229,229,246 ,Fix requirements
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/205,205,246 ,rm /tutorials and add to matminer_examples
hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer/issues/244,244,246 ,Code docs need overhaul
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/98,98,119 ,Rename lengthy `Environment` parameters
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/77,77,76 ,Update `lambda_callback` to automatically handle return values
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/102,102,121 ,Standardize period (rep/fold/run) logging in experiments
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/47,47,76 ,`AggregatorEpochsElapsed` breaks with repeated CV schemes
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/88,88,89 ,hyperparameter space issue
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/93,93,94 ,HPH Regression?
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/69,69,76 ,Add callback recipes
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/90,90,95 ,logloss issue...
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/111,111,118 ,Keras optimization issue
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/25,25,86 ,UninformedOptimizationProtocols need `current_hyperparameters_list`
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/33,33,86 ,Documentation for `optimization_core.UninformedOptimizationProtocol`
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/34,34,91 ,`tell` optimizer positive/negative utility values depending on `target_metric`
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/63,63,64 ,Specify the train_dataset variable
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/80,80,79 84 ,CatBoost can't handle both silent and verbose switches.
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/96,96,100 ,Is multiple Regression possible with Hyperparameter_hunter
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/177,177,178 ,Unable to access docs
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/78,78,79 81 83 ,Using holdout set results in ValueError.
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter/issues/19,19,76 ,Confusion matrix using `lambda_callback`
sfyc23/EverydayWechat,https://github.com/sfyc23/EverydayWechat/issues/1,1,40 ,建议将locale设置成用户默认的设置
sfyc23/EverydayWechat,https://github.com/sfyc23/EverydayWechat/issues/2,2,40 ,locale报错
sfyc23/EverydayWechat,https://github.com/sfyc23/EverydayWechat/issues/147,147,162 ,关于定时提醒
oxwhirl/smac,https://github.com/oxwhirl/smac/issues/50,50,55 ,SMAC state space
oxwhirl/smac,https://github.com/oxwhirl/smac/issues/28,28,55 ,Send state features as structured data
oxwhirl/smac,https://github.com/oxwhirl/smac/issues/72,72,76 ,Bug in Reward function
mila-iqia/babyai,https://github.com/mila-iqia/babyai/issues/98,98,99 ,enjoy.py script seems to expect old PyQT version of gym-minigrid
mila-iqia/babyai,https://github.com/mila-iqia/babyai/issues/16,16,17 18 ,get rid of GoToAdjPos
mila-iqia/babyai,https://github.com/mila-iqia/babyai/issues/37,37,38 ,Make train_intelligent_expert.py resumable
mila-iqia/babyai,https://github.com/mila-iqia/babyai/issues/11,11,12 ,bot failing some missions
mila-iqia/babyai,https://github.com/mila-iqia/babyai/issues/28,28,30 ,support Python reference as an argument in GoNextTo
mila-iqia/babyai,https://github.com/mila-iqia/babyai/issues/33,33,68 ,Document how to create new levels
mila-iqia/babyai,https://github.com/mila-iqia/babyai/issues/29,29,31 36 ,go straight for the key when you head for locked door
mila-iqia/babyai,https://github.com/mila-iqia/babyai/issues/14,14,13 17 ,looking for very very blocked objects
mila-iqia/babyai,https://github.com/mila-iqia/babyai/issues/5,5,6 ,do we really need both test_mission_gen.py and gui.py?
mila-iqia/babyai,https://github.com/mila-iqia/babyai/issues/100,100,101 ,You cannot pick up or put down objects in manual-mode in enjoy.py 
mila-iqia/babyai,https://github.com/mila-iqia/babyai/issues/23,23,24 ,reseed the rng for every mission when generating demos
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/158,158,165 ,RuntimeWarning: overflow encountered in long_scalars
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/57,57,114 ,RuntimeError: Input type (torch.FloatTensor) and weight type (torch.cuda.FloatTensor) should be the same
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/82,82,83 ,Pull Request: I add a function that can control the depth of output and display the structure of the model
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/162,162,165 ,Cannot get the summary
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/95,95,142 ,Unable to handle custom weight 
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/99,99,100 ,Interface for providing string summary
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/143,143,144 146 ,LSTM cannot be used
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/148,148,165 ,"the package does not count ""torch.nn.parameter"""
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/149,149,150 ,AttributeError: 'dict' object has no attribute 'size'
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/65,65,142 ,Weights of custom layers not counted
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/110,110,111 ,"Unable to handle atomic values (int, float, etc) in output"
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/52,52,114 ,RuntimeError: Input type (torch.cuda.FloatTensor) and weight type (torch.FloatTensor) should be the same
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/4,4,10 ,"ValueError: Expected more than 1 value per channel when training, got input size [1, 256]"
sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary/issues/78,78,25 ,Crash on custom module with Parameter
ICLRandD/Blackstone,https://github.com/ICLRandD/Blackstone/issues/4,4,16 ,Abbreviation detection not working where short form contains a space followed by digits
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/816,816,812 ,How to handle all the ASR backends?
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1065,1065,1037 1070 ,Respect ``ArrayInitializer_t.m_vartype`` in ``ArrayInitializer``
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/512,512,877 ,Compile minpack
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1136,1136,1140 ,Change warning for `.xor.`
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/601,601,25 ,```string_19.f90``` not passing the integration tests
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/894,894,897 ,Implement implicit typing for subroutines
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/882,882,36 ,Setup automatic formatting
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/725,725,735 ,Implement Julia backend
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/573,573,1096 ,[SciPy] semantic error: Variable 'k' is not declared
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/821,821,822 829 ,dev.lfortran.org: the example program throws a runtime error on the cpp tab
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/509,509,970 ,JITSymbol::getAddress() returned an error: Symbols not found
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/724,724,1071 ,Add `--show-json` option?
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1087,1087,1091 ,[SciPy] Allow `LOGICAL` type for statement functions.
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/929,929,941 ,Generics TODO
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/616,616,611 ,Constant value in ArrayItem
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/591,591,612 ,Fixed-form: improve lex_if
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/712,712,713 ,[SciPy]: Syntax Error: Newline is unexpected here
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1009,1009,1010 ,Issue while accessing array item
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/944,944,945 948 ,Bug: Invalid GetElementPtrInst indices for type
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/694,694,699 ,[SciPy]: Support ```Variable``` symbol type
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/913,913,907 919 ,Some JIT tests failed on Windows
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/769,769,831 848 ,Implement Assign
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/689,689,615 ,[SciPy]: Missing intrinsic ```fpched```
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1038,1038,1167 ,Generic renaming and error message for +
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/324,324,1071 ,Graphic output of AST and ASR
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/918,918,907 ,ASR to LLVM: avoid duplicate symbols in JIT
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/934,934,936 ,[Documentation] Example for conjg(x) throws an error
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/871,871,876 ,[SciPy]: Type ```DOUBLE COMPLEX``` not implemented yet
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1043,1043,1046 ,Incorrect operator precedence in multiple backends
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/830,830,845 ,Add Bengali (bn) translation
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1014,1014,1028 ,Implement visit_ComplexConstructor
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/758,758,791 792 ,Add stdlib fixes to ``main``
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/955,955,958 ,CreateGEP fails
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/778,778,799 851 ,Implement DATA in the body of a function
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/781,781,783 ,Parse complex*16 into complex(8)
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/555,555,641 657 ,WASM: Runtime Library
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/607,607,154 615 ,Semantic error : Function 'alnorm' was not found or not implemented yet( if it is intrinsic)
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/596,596,588 ,WAT: Bug in function number
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/980,980,986 ,Conjg breaks for huge numbers
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/610,610,611 614 ,LLVM backend: Bug in visit_ArraySize
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/981,981,994 ,Implied do loops
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/651,651,714 1096 ,Implicit typing redeclaration error
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/939,939,982 ,Print version information in interactive mode
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/606,606,611 ,iso_fortran_env is missing `real_kinds`
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/743,743,744 ,Question: funding lfortran
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/915,915,907 ,Windows JIT: Failed to materialize symbols
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/780,780,775 ,Parsing SciPy TODO list
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/903,903,904 ,LLVM support
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/923,923,926 ,lfortran always runs if `-o a.out`
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/974,974,972 ,Var should point to Variable only
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/431,431,931 ,Experiences with LFortran
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1111,1111,1158 ,Implement ``present``
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1097,1097,1095 1126 1159 ,CI: Windows error
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/832,832,845 ,Add Polish (pl) translation
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1041,1041,1042 ,Incorrect operator precedence in C/Cpp backend
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1112,1112,1127 ,"`print *, ""a"", x` fails"
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/873,873,922 ,I try compile 3rd party Fortran codes but no error message and no result
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1000,1000,969 ,"Intrinsics missing, lfortran object code and C main program [Cpp bakcend][--generate-object-code]"
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/808,808,807 ,[Julia] `visit_Cast` does not recognize arrays properly
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/849,849,1024 ,Not all strings are translatable
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1082,1082,1073 1084 ,"""Check Production codes with LFortran"" failing on `main` branch"
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/869,869,877 ,[SciPy]: Segmentation Fault (Core dumped)
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/613,613,620 1024 ,Translation of documentation on docs.lfortran.org
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/594,594,588 ,Add a WAT test for interfacing JS via WASM
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/717,717,714 ,"Implement ""implicit integer"" etc"
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/740,740,741 ,LFortran CLI should check source file existence
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/605,605,762 859 ,`include` is not supported
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/853,853,799 ,Subsequent data statements for the same variable should be ignored
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/900,900,902 908 ,LLVM: we need to update to use opaque pointers
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1061,1061,1110 ,Remove trailing whitespace in --show-ast and --show-asr
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/668,668,669 ,`PARAMETER` sole attribute not supported
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/405,405,156 ,"The --indent option throws ""AssertFailed: indent_level >= 0"""
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/540,540,641 643 ,GSoC 2022: Implementing custom WASM Backend for LFortran Roadmap
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/852,852,799 ,The data statement must set the save attribute
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1164,1164,1178 ,Verify failed in LLVM passes
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1133,1133,1144 ,"`size(x, 1)` gives different value to gfortran."
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/805,805,807 ,[Julia] Wrapping global environment in `function main()` causes variable not-found issues
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/254,254,812 ,Add Fortran to Rust backend
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/777,777,762 859 ,Implement include statements
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/624,624,620 625 ,docs.lfortran.org missing style sheets
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/331,331,647 ,Usage as a linter
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/825,825,857 864 ,AttrData fails with ArrayItem
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/976,976,978 1073 ,"Passing array section `a(1:m,n)` as `a(1,n)`"
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/584,584,735 831 846 860 862 ,CI fails on macOS: std::exception: [json.exception.parse_error.101]
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1118,1118,1119 ,[Minpack] : Value of variable changes in subroutine call.
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/592,592,149 ,[SciPy]: semantic error: The number of values and variables must match in a data statement
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/654,654,655 ,bug: pre-commit clang-format hook does not trigger
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/746,746,735 ,C backend generates incorrect code for `intent(out)`
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/802,802,819 ,ASR SymbolTable cannot handle variable dependencies
